company_name,booking_date,Air,Express,International,Surface,lag_1_Air,lag_7_Air,roll_7_Air,lag_1_Express,lag_7_Express,roll_7_Express,lag_1_International,lag_7_International,roll_7_International,lag_1_Surface,lag_7_Surface,roll_7_Surface,day_of_week,day,month,company_encoded,target_Air,target_Express,target_International,target_Surface
BlueDart,2021-02-02,3,2,0,5,3,2.0,2.5714285714285716,2,1.0,2.142857142857143,0,1.0,0.5714285714285714,5,4.0,4.142857142857143,1,2,2,0,4.0,3.0,1.0,5.0
BlueDart,2021-02-03,4,3,1,5,4,4.0,2.857142857142857,3,1.0,2.4285714285714284,1,0.0,0.5714285714285714,5,7.0,4.285714285714286,2,3,2,0,6.0,1.0,2.0,4.0
BlueDart,2021-02-04,6,1,2,4,6,4.0,3.142857142857143,1,1.0,2.4285714285714284,2,2.0,0.8571428571428571,4,4.0,3.857142857142857,3,4,2,0,4.0,0.0,0.0,3.0
BlueDart,2021-02-05,4,0,0,3,4,2.0,3.142857142857143,0,3.0,2.2857142857142856,0,0.0,0.5714285714285714,3,1.0,3.7142857142857144,4,5,2,0,4.0,2.0,0.0,3.0
BlueDart,2021-02-06,4,2,0,3,4,2.0,3.4285714285714284,2,4.0,2.142857142857143,0,1.0,0.5714285714285714,3,4.0,4.0,5,6,2,0,6.0,2.0,1.0,6.0
BlueDart,2021-02-07,6,2,1,6,6,1.0,4.0,2,3.0,1.8571428571428572,1,0.0,0.5714285714285714,6,4.0,4.285714285714286,6,7,2,0,5.0,4.0,0.0,4.0
BlueDart,2021-02-08,5,4,0,4,5,3.0,4.571428571428571,4,2.0,2.0,0,0.0,0.5714285714285714,4,5.0,4.285714285714286,0,8,2,0,2.0,4.0,1.0,4.0
BlueDart,2021-02-09,2,4,1,4,2,4.0,4.428571428571429,4,3.0,2.2857142857142856,1,1.0,0.7142857142857143,4,5.0,4.142857142857143,1,9,2,0,2.0,4.0,1.0,9.0
BlueDart,2021-02-10,2,4,1,9,2,6.0,4.142857142857143,4,1.0,2.4285714285714284,1,2.0,0.7142857142857143,9,4.0,4.714285714285714,2,10,2,0,3.0,0.0,0.0,2.0
BlueDart,2021-02-11,3,0,0,2,3,4.0,3.7142857142857144,0,0.0,2.2857142857142856,0,0.0,0.42857142857142855,2,3.0,4.428571428571429,3,11,2,0,2.0,1.0,1.0,7.0
BlueDart,2021-02-12,2,1,1,7,2,4.0,3.4285714285714284,1,2.0,2.4285714285714284,1,0.0,0.5714285714285714,7,3.0,5.0,4,12,2,0,7.0,1.0,0.0,7.0
BlueDart,2021-02-13,7,1,0,7,7,6.0,3.857142857142857,1,2.0,2.2857142857142856,0,1.0,0.5714285714285714,7,6.0,5.571428571428571,5,13,2,0,6.0,3.0,0.0,8.0
BlueDart,2021-02-14,6,3,0,8,6,5.0,3.857142857142857,3,4.0,2.4285714285714284,0,0.0,0.42857142857142855,8,4.0,5.857142857142857,6,14,2,0,3.0,1.0,0.0,11.0
BlueDart,2021-02-15,3,1,0,11,3,2.0,3.5714285714285716,1,4.0,2.0,0,1.0,0.42857142857142855,11,4.0,6.857142857142857,0,15,2,0,5.0,4.0,0.0,3.0
BlueDart,2021-02-16,5,4,0,3,5,2.0,4.0,4,4.0,2.0,0,1.0,0.2857142857142857,3,9.0,6.714285714285714,1,16,2,0,0.0,1.0,1.0,2.0
BlueDart,2021-02-17,0,1,1,2,0,3.0,3.7142857142857144,1,0.0,1.5714285714285714,1,0.0,0.2857142857142857,2,2.0,5.714285714285714,2,17,2,0,3.0,3.0,2.0,9.0
BlueDart,2021-02-18,3,3,2,9,3,2.0,3.7142857142857144,3,1.0,2.0,2,1.0,0.5714285714285714,9,7.0,6.714285714285714,3,18,2,0,4.0,0.0,0.0,5.0
BlueDart,2021-02-19,4,0,0,5,4,7.0,4.0,0,1.0,1.8571428571428572,0,0.0,0.42857142857142855,5,7.0,6.428571428571429,4,19,2,0,1.0,2.0,0.0,3.0
BlueDart,2021-02-20,1,2,0,3,1,6.0,3.142857142857143,2,3.0,2.0,0,0.0,0.42857142857142855,3,8.0,5.857142857142857,5,20,2,0,1.0,6.0,0.0,1.0
BlueDart,2021-02-21,1,6,0,1,1,3.0,2.4285714285714284,6,1.0,2.4285714285714284,0,0.0,0.42857142857142855,1,11.0,4.857142857142857,6,21,2,0,1.0,1.0,0.0,5.0
BlueDart,2021-02-22,1,1,0,5,1,5.0,2.142857142857143,1,4.0,2.4285714285714284,0,0.0,0.42857142857142855,5,3.0,4.0,0,22,2,0,4.0,1.0,0.0,11.0
BlueDart,2021-02-23,4,1,0,11,4,0.0,2.0,1,1.0,2.0,0,1.0,0.42857142857142855,11,2.0,5.142857142857143,1,23,2,0,3.0,3.0,1.0,7.0
BlueDart,2021-02-24,3,3,1,7,3,3.0,2.4285714285714284,3,3.0,2.2857142857142856,1,2.0,0.42857142857142855,7,9.0,5.857142857142857,2,24,2,0,2.0,2.0,1.0,6.0
BlueDart,2021-02-25,2,2,1,6,2,4.0,2.2857142857142856,2,0.0,2.142857142857143,1,0.0,0.2857142857142857,6,5.0,5.428571428571429,3,25,2,0,4.0,1.0,0.0,3.0
BlueDart,2021-02-26,4,1,0,3,4,1.0,2.2857142857142856,1,2.0,2.2857142857142856,0,0.0,0.2857142857142857,3,3.0,5.142857142857143,4,26,2,0,8.0,4.0,0.0,2.0
BlueDart,2021-02-27,8,4,0,2,8,1.0,3.2857142857142856,4,6.0,2.5714285714285716,0,0.0,0.2857142857142857,2,1.0,5.0,5,27,2,0,2.0,2.0,0.0,5.0
BlueDart,2021-02-28,2,2,0,5,2,1.0,3.4285714285714284,2,1.0,2.0,0,0.0,0.2857142857142857,5,5.0,5.571428571428571,6,28,2,0,8.0,3.0,1.0,5.0
BlueDart,2021-03-01,8,3,1,5,8,4.0,4.428571428571429,3,1.0,2.2857142857142856,1,0.0,0.42857142857142855,5,11.0,5.571428571428571,0,1,3,0,3.0,2.0,0.0,6.0
BlueDart,2021-03-02,3,2,0,6,3,3.0,4.285714285714286,2,3.0,2.4285714285714284,0,1.0,0.42857142857142855,6,7.0,4.857142857142857,1,2,3,0,3.0,2.0,0.0,4.0
BlueDart,2021-03-03,3,2,0,4,3,2.0,4.285714285714286,2,2.0,2.2857142857142856,0,1.0,0.2857142857142857,4,6.0,4.428571428571429,2,3,3,0,2.0,3.0,1.0,3.0
BlueDart,2021-03-04,2,3,1,3,2,4.0,4.285714285714286,3,1.0,2.4285714285714284,1,0.0,0.2857142857142857,3,3.0,4.0,3,4,3,0,1.0,4.0,2.0,4.0
BlueDart,2021-03-05,1,4,2,4,1,8.0,3.857142857142857,4,4.0,2.857142857142857,2,0.0,0.5714285714285714,4,2.0,4.142857142857143,4,5,3,0,3.0,2.0,0.0,2.0
BlueDart,2021-03-06,3,2,0,2,3,2.0,3.142857142857143,2,2.0,2.5714285714285716,0,0.0,0.5714285714285714,2,5.0,4.142857142857143,5,6,3,0,4.0,5.0,0.0,3.0
BlueDart,2021-03-07,4,5,0,3,4,8.0,3.4285714285714284,5,3.0,3.0,0,1.0,0.5714285714285714,3,5.0,3.857142857142857,6,7,3,0,1.0,0.0,1.0,4.0
BlueDart,2021-03-08,1,0,1,4,1,3.0,2.4285714285714284,0,2.0,2.5714285714285716,1,0.0,0.5714285714285714,4,6.0,3.7142857142857144,0,8,3,0,3.0,3.0,0.0,7.0
BlueDart,2021-03-09,3,3,0,7,3,3.0,2.4285714285714284,3,2.0,2.7142857142857144,0,0.0,0.5714285714285714,7,4.0,3.857142857142857,1,9,3,0,5.0,1.0,0.0,5.0
BlueDart,2021-03-10,5,1,0,5,5,2.0,2.7142857142857144,1,3.0,2.5714285714285716,0,1.0,0.5714285714285714,5,3.0,4.0,2,10,3,0,3.0,4.0,2.0,5.0
BlueDart,2021-03-11,3,4,2,5,3,1.0,2.857142857142857,4,4.0,2.7142857142857144,2,2.0,0.7142857142857143,5,4.0,4.285714285714286,3,11,3,0,3.0,2.0,1.0,1.0
BlueDart,2021-03-12,3,2,1,1,3,3.0,3.142857142857143,2,2.0,2.4285714285714284,1,0.0,0.5714285714285714,1,2.0,3.857142857142857,4,12,3,0,6.0,0.0,1.0,5.0
BlueDart,2021-03-13,6,0,1,5,6,4.0,3.5714285714285716,0,5.0,2.142857142857143,1,0.0,0.7142857142857143,5,3.0,4.285714285714286,5,13,3,0,1.0,3.0,2.0,3.0
BlueDart,2021-03-14,1,3,2,3,1,1.0,3.142857142857143,3,0.0,1.8571428571428572,2,1.0,1.0,3,4.0,4.285714285714286,6,14,3,0,4.0,1.0,2.0,6.0
BlueDart,2021-03-15,4,1,2,6,4,3.0,3.5714285714285716,1,3.0,2.0,2,0.0,1.1428571428571428,6,7.0,4.571428571428571,0,15,3,0,2.0,2.0,0.0,9.0
BlueDart,2021-03-16,2,2,0,9,2,5.0,3.4285714285714284,2,1.0,1.8571428571428572,0,0.0,1.1428571428571428,9,5.0,4.857142857142857,1,16,3,0,0.0,2.0,0.0,9.0
BlueDart,2021-03-17,0,2,0,9,0,3.0,2.7142857142857144,2,4.0,2.0,0,2.0,1.1428571428571428,9,5.0,5.428571428571429,2,17,3,0,5.0,1.0,0.0,1.0
BlueDart,2021-03-18,5,1,0,1,5,3.0,3.0,1,2.0,1.5714285714285714,0,1.0,0.8571428571428571,1,1.0,4.857142857142857,3,18,3,0,5.0,1.0,0.0,6.0
BlueDart,2021-03-19,5,1,0,6,5,6.0,3.2857142857142856,1,0.0,1.4285714285714286,0,1.0,0.7142857142857143,6,5.0,5.571428571428571,4,19,3,0,4.0,4.0,3.0,5.0
BlueDart,2021-03-20,4,4,3,5,4,1.0,3.0,4,3.0,2.0,3,2.0,1.0,5,3.0,5.571428571428571,5,20,3,0,3.0,2.0,1.0,2.0
BlueDart,2021-03-21,3,2,1,2,3,4.0,3.2857142857142856,2,1.0,1.8571428571428572,1,2.0,0.8571428571428571,2,6.0,5.428571428571429,6,21,3,0,1.0,1.0,1.0,5.0
BlueDart,2021-03-22,1,1,1,5,1,2.0,2.857142857142857,1,2.0,1.8571428571428572,1,0.0,0.7142857142857143,5,9.0,5.285714285714286,0,22,3,0,5.0,4.0,0.0,3.0
BlueDart,2021-03-23,5,4,0,3,5,0.0,3.2857142857142856,4,2.0,2.142857142857143,0,0.0,0.7142857142857143,3,9.0,4.428571428571429,1,23,3,0,5.0,3.0,2.0,3.0
BlueDart,2021-03-24,5,3,2,3,5,5.0,4.0,3,1.0,2.2857142857142856,2,0.0,1.0,3,1.0,3.5714285714285716,2,24,3,0,6.0,3.0,0.0,3.0
BlueDart,2021-03-25,6,3,0,3,6,5.0,4.142857142857143,3,1.0,2.5714285714285716,0,0.0,1.0,3,6.0,3.857142857142857,3,25,3,0,5.0,5.0,1.0,2.0
BlueDart,2021-03-26,5,5,1,2,5,4.0,4.142857142857143,5,4.0,3.142857142857143,1,3.0,1.1428571428571428,2,5.0,3.2857142857142856,4,26,3,0,2.0,1.0,0.0,2.0
BlueDart,2021-03-27,2,1,0,2,2,3.0,3.857142857142857,1,2.0,2.7142857142857144,0,1.0,0.7142857142857143,2,2.0,2.857142857142857,5,27,3,0,2.0,2.0,0.0,2.0
BlueDart,2021-03-28,2,2,0,2,2,1.0,3.7142857142857144,2,1.0,2.7142857142857144,0,1.0,0.5714285714285714,2,5.0,2.857142857142857,6,28,3,0,3.0,4.0,1.0,6.0
BlueDart,2021-03-29,3,4,1,6,3,5.0,4.0,4,4.0,3.142857142857143,1,0.0,0.5714285714285714,6,3.0,3.0,0,29,3,0,4.0,4.0,0.0,2.0
BlueDart,2021-03-30,4,4,0,2,4,5.0,3.857142857142857,4,3.0,3.142857142857143,0,2.0,0.5714285714285714,2,3.0,2.857142857142857,1,30,3,0,4.0,5.0,1.0,1.0
BlueDart,2021-03-31,4,5,1,1,4,6.0,3.7142857142857144,5,3.0,3.4285714285714284,1,0.0,0.42857142857142855,1,3.0,2.5714285714285716,2,31,3,0,3.0,1.0,0.0,6.0
BlueDart,2021-04-01,3,1,0,6,3,5.0,3.2857142857142856,1,5.0,3.142857142857143,0,1.0,0.42857142857142855,6,2.0,3.0,3,1,4,0,3.0,2.0,1.0,2.0
BlueDart,2021-04-02,3,2,1,2,3,2.0,3.0,2,1.0,2.7142857142857144,1,0.0,0.42857142857142855,2,2.0,3.0,4,2,4,0,4.0,0.0,0.0,3.0
BlueDart,2021-04-03,4,0,0,3,4,2.0,3.2857142857142856,0,2.0,2.5714285714285716,0,0.0,0.42857142857142855,3,2.0,3.142857142857143,5,3,4,0,1.0,1.0,3.0,7.0
BlueDart,2021-04-04,1,1,3,7,1,3.0,3.142857142857143,1,4.0,2.4285714285714284,3,1.0,0.8571428571428571,7,6.0,3.857142857142857,6,4,4,0,7.0,4.0,0.0,5.0
BlueDart,2021-04-05,7,4,0,5,7,4.0,3.7142857142857144,4,4.0,2.4285714285714284,0,0.0,0.7142857142857143,5,2.0,3.7142857142857144,0,5,4,0,2.0,2.0,1.0,3.0
BlueDart,2021-04-06,2,2,1,3,2,4.0,3.4285714285714284,2,5.0,2.142857142857143,1,1.0,0.8571428571428571,3,1.0,3.857142857142857,1,6,4,0,1.0,4.0,0.0,7.0
BlueDart,2021-04-07,1,4,0,7,1,3.0,3.0,4,1.0,2.0,0,0.0,0.7142857142857143,7,6.0,4.714285714285714,2,7,4,0,1.0,0.0,0.0,6.0
BlueDart,2021-04-08,1,0,0,6,1,3.0,2.7142857142857144,0,2.0,1.8571428571428572,0,1.0,0.7142857142857143,6,2.0,4.714285714285714,3,8,4,0,5.0,0.0,0.0,5.0
BlueDart,2021-04-09,5,0,0,5,5,4.0,3.0,0,0.0,1.5714285714285714,0,0.0,0.5714285714285714,5,3.0,5.142857142857143,4,9,4,0,1.0,2.0,1.0,4.0
BlueDart,2021-04-10,1,2,1,4,1,1.0,2.5714285714285716,2,1.0,1.8571428571428572,1,3.0,0.7142857142857143,4,7.0,5.285714285714286,5,10,4,0,2.0,1.0,1.0,7.0
BlueDart,2021-04-11,2,1,1,7,2,7.0,2.7142857142857144,1,4.0,1.8571428571428572,1,0.0,0.42857142857142855,7,5.0,5.285714285714286,6,11,4,0,3.0,1.0,0.0,7.0
BlueDart,2021-04-12,3,1,0,7,3,2.0,2.142857142857143,1,2.0,1.4285714285714286,0,1.0,0.42857142857142855,7,3.0,5.571428571428571,0,12,4,0,3.0,1.0,0.0,6.0
BlueDart,2021-04-13,3,1,0,6,3,1.0,2.2857142857142856,1,4.0,1.2857142857142858,0,0.0,0.2857142857142857,6,7.0,6.0,1,13,4,0,3.0,2.0,0.0,5.0
BlueDart,2021-04-14,3,2,0,5,3,1.0,2.5714285714285716,2,0.0,1.0,0,0.0,0.2857142857142857,5,6.0,5.714285714285714,2,14,4,0,0.0,2.0,0.0,6.0
BlueDart,2021-04-15,0,2,0,6,0,5.0,2.4285714285714284,2,0.0,1.2857142857142858,0,0.0,0.2857142857142857,6,5.0,5.714285714285714,3,15,4,0,8.0,0.0,1.0,3.0
BlueDart,2021-04-16,8,0,1,3,8,1.0,2.857142857142857,0,2.0,1.2857142857142858,1,1.0,0.42857142857142855,3,4.0,5.428571428571429,4,16,4,0,5.0,0.0,1.0,4.0
BlueDart,2021-04-17,5,0,1,4,5,2.0,3.4285714285714284,0,1.0,1.0,1,1.0,0.42857142857142855,4,7.0,5.428571428571429,5,17,4,0,4.0,1.0,0.0,2.0
BlueDart,2021-04-18,4,1,0,2,4,3.0,3.7142857142857144,1,1.0,1.0,0,0.0,0.2857142857142857,2,7.0,4.714285714285714,6,18,4,0,6.0,7.0,1.0,6.0
BlueDart,2021-04-19,6,7,1,6,6,3.0,4.142857142857143,7,1.0,1.8571428571428572,1,0.0,0.42857142857142855,6,6.0,4.571428571428571,0,19,4,0,5.0,5.0,0.0,4.0
BlueDart,2021-04-20,5,5,0,4,5,3.0,4.428571428571429,5,2.0,2.4285714285714284,0,0.0,0.42857142857142855,4,5.0,4.285714285714286,1,20,4,0,2.0,1.0,0.0,9.0
BlueDart,2021-04-21,2,1,0,9,2,0.0,4.285714285714286,1,2.0,2.2857142857142856,0,0.0,0.42857142857142855,9,6.0,4.857142857142857,2,21,4,0,3.0,2.0,1.0,8.0
BlueDart,2021-04-22,3,2,1,8,3,8.0,4.714285714285714,2,0.0,2.2857142857142856,1,1.0,0.5714285714285714,8,3.0,5.142857142857143,3,22,4,0,4.0,1.0,0.0,8.0
BlueDart,2021-04-23,4,1,0,8,4,5.0,4.142857142857143,1,0.0,2.4285714285714284,0,1.0,0.42857142857142855,8,4.0,5.857142857142857,4,23,4,0,4.0,5.0,0.0,2.0
BlueDart,2021-04-24,4,5,0,2,4,4.0,4.0,5,1.0,3.142857142857143,0,0.0,0.2857142857142857,2,2.0,5.571428571428571,5,24,4,0,2.0,3.0,0.0,6.0
BlueDart,2021-04-25,2,3,0,6,2,6.0,3.7142857142857144,3,7.0,3.4285714285714284,0,1.0,0.2857142857142857,6,6.0,6.142857142857143,6,25,4,0,2.0,3.0,0.0,3.0
BlueDart,2021-04-26,2,3,0,3,2,5.0,3.142857142857143,3,5.0,2.857142857142857,0,0.0,0.14285714285714285,3,4.0,5.714285714285714,0,26,4,0,8.0,0.0,0.0,3.0
BlueDart,2021-04-27,8,0,0,3,8,2.0,3.5714285714285716,0,1.0,2.142857142857143,0,0.0,0.14285714285714285,3,9.0,5.571428571428571,1,27,4,0,4.0,3.0,0.0,6.0
BlueDart,2021-04-28,4,3,0,6,4,3.0,3.857142857142857,3,2.0,2.4285714285714284,0,1.0,0.14285714285714285,6,8.0,5.142857142857143,2,28,4,0,3.0,1.0,0.0,6.0
BlueDart,2021-04-29,3,1,0,6,3,4.0,3.857142857142857,1,1.0,2.2857142857142856,0,0.0,0.0,6,8.0,4.857142857142857,3,29,4,0,3.0,0.0,2.0,5.0
BlueDart,2021-04-30,3,0,2,5,3,4.0,3.7142857142857144,0,5.0,2.142857142857143,2,0.0,0.2857142857142857,5,2.0,4.428571428571429,4,30,4,0,5.0,2.0,2.0,5.0
BlueDart,2021-05-01,5,2,2,5,5,2.0,3.857142857142857,2,3.0,1.7142857142857142,2,0.0,0.5714285714285714,5,6.0,4.857142857142857,5,1,5,0,8.0,2.0,0.0,3.0
BlueDart,2021-05-02,8,2,0,3,8,2.0,4.714285714285714,2,3.0,1.5714285714285714,0,0.0,0.5714285714285714,3,3.0,4.428571428571429,6,2,5,0,2.0,3.0,0.0,6.0
BlueDart,2021-05-03,2,3,0,6,2,8.0,4.714285714285714,3,0.0,1.5714285714285714,0,0.0,0.5714285714285714,6,3.0,4.857142857142857,0,3,5,0,6.0,2.0,1.0,3.0
BlueDart,2021-05-04,6,2,1,3,6,4.0,4.428571428571429,2,3.0,1.8571428571428572,1,0.0,0.7142857142857143,3,6.0,4.857142857142857,1,4,5,0,4.0,3.0,1.0,4.0
BlueDart,2021-05-05,4,3,1,4,4,3.0,4.428571428571429,3,1.0,1.8571428571428572,1,0.0,0.8571428571428571,4,6.0,4.571428571428571,2,5,5,0,3.0,4.0,0.0,1.0
BlueDart,2021-05-06,3,4,0,1,3,3.0,4.428571428571429,4,0.0,2.2857142857142856,0,2.0,0.8571428571428571,1,5.0,3.857142857142857,3,6,5,0,5.0,1.0,0.0,4.0
BlueDart,2021-05-07,5,1,0,4,5,5.0,4.714285714285714,1,2.0,2.4285714285714284,0,2.0,0.5714285714285714,4,5.0,3.7142857142857144,4,7,5,0,5.0,2.0,0.0,7.0
BlueDart,2021-05-08,5,2,0,7,5,8.0,4.714285714285714,2,2.0,2.4285714285714284,0,0.0,0.2857142857142857,7,3.0,4.0,5,8,5,0,3.0,1.0,1.0,4.0
BlueDart,2021-05-09,3,1,1,4,3,2.0,4.0,1,3.0,2.2857142857142856,1,0.0,0.42857142857142855,4,6.0,4.142857142857143,6,9,5,0,7.0,1.0,0.0,5.0
BlueDart,2021-05-10,7,1,0,5,7,6.0,4.714285714285714,1,2.0,2.0,0,1.0,0.42857142857142855,5,3.0,4.0,0,10,5,0,2.0,2.0,1.0,3.0
BlueDart,2021-05-11,2,2,1,3,2,4.0,4.142857142857143,2,3.0,2.0,1,1.0,0.42857142857142855,3,4.0,4.0,1,11,5,0,1.0,3.0,0.0,1.0
BlueDart,2021-05-12,1,3,0,1,1,3.0,3.7142857142857144,3,4.0,2.0,0,0.0,0.2857142857142857,1,1.0,3.5714285714285716,2,12,5,0,4.0,2.0,1.0,3.0
BlueDart,2021-05-13,4,2,1,3,4,5.0,3.857142857142857,2,1.0,1.7142857142857142,1,0.0,0.42857142857142855,3,4.0,3.857142857142857,3,13,5,0,0.0,1.0,2.0,3.0
BlueDart,2021-05-14,0,1,2,3,0,5.0,3.142857142857143,1,2.0,1.7142857142857142,2,0.0,0.7142857142857143,3,7.0,3.7142857142857144,4,14,5,0,5.0,3.0,1.0,5.0
BlueDart,2021-05-15,5,3,1,5,5,3.0,3.142857142857143,3,1.0,1.8571428571428572,1,1.0,0.8571428571428571,5,4.0,3.4285714285714284,5,15,5,0,3.0,1.0,1.0,3.0
BlueDart,2021-05-16,3,1,1,3,3,7.0,3.142857142857143,1,1.0,1.8571428571428572,1,0.0,0.8571428571428571,3,5.0,3.2857142857142856,6,16,5,0,7.0,1.0,1.0,8.0
BlueDart,2021-05-17,7,1,1,8,7,2.0,3.142857142857143,1,2.0,1.8571428571428572,1,1.0,1.0,8,3.0,3.7142857142857144,0,17,5,0,4.0,0.0,1.0,4.0
BlueDart,2021-05-18,4,0,1,4,4,1.0,3.4285714285714284,0,3.0,1.5714285714285714,1,0.0,1.0,4,1.0,3.857142857142857,1,18,5,0,4.0,0.0,1.0,4.0
BlueDart,2021-05-19,4,0,1,4,4,4.0,3.857142857142857,0,2.0,1.1428571428571428,1,1.0,1.1428571428571428,4,3.0,4.285714285714286,2,19,5,0,3.0,2.0,0.0,4.0
BlueDart,2021-05-20,3,2,0,4,3,0.0,3.7142857142857144,2,1.0,1.1428571428571428,0,2.0,1.0,4,3.0,4.428571428571429,3,20,5,0,2.0,3.0,0.0,2.0
BlueDart,2021-05-21,2,3,0,2,2,5.0,4.0,3,3.0,1.4285714285714286,0,1.0,0.7142857142857143,2,5.0,4.285714285714286,4,21,5,0,0.0,4.0,0.0,5.0
