Date,Company,Pred_Air,Pred_Express,Pred_International,Pred_Surface,target_Air,target_Express,target_International,target_Surface
2025-01-06,BlueDart,4.2374663,1.4412165,0.90497315,4.86089,2.0,0.0,0.0,5.0
2025-01-06,DHL Express,5.7446613,2.9704535,0.6898171,6.9850216,9.0,0.0,0.0,8.0
2025-01-06,DTDC,4.7674074,3.220832,0.86717117,5.941436,3.0,3.0,2.0,5.0
2025-01-06,Delhivery,6.1891627,3.4821894,0.96131176,7.6797147,4.0,4.0,0.0,6.0
2025-01-06,Ecom Express,4.702609,2.892482,0.7442755,6.1486273,10.0,0.0,0.0,8.0
2025-01-06,FedEx India,3.929411,2.14228,0.5257926,3.8446825,1.0,3.0,0.0,8.0
2025-01-06,Shadowfax,2.6263134,1.6002108,0.41264057,2.6871212,1.0,2.0,1.0,3.0
2025-01-06,XpressBees,3.5121338,1.6124822,0.37397322,3.5624394,4.0,2.0,0.0,3.0
2025-01-07,BlueDart,4.460889,1.7457883,0.6227267,4.6282825,2.0,2.0,0.0,0.0
2025-01-07,DHL Express,6.136231,3.5409477,0.81004655,7.2571983,8.0,2.0,0.0,5.0
2025-01-07,DTDC,5.704615,3.0079484,0.9301061,5.697854,5.0,6.0,2.0,9.0
2025-01-07,Delhivery,6.0871534,3.6509635,0.8204595,7.5211763,5.0,5.0,0.0,7.0
2025-01-07,Ecom Express,5.02602,2.5717666,0.6417859,5.905084,4.0,5.0,0.0,8.0
2025-01-07,FedEx India,4.0165396,2.1684704,0.6722753,4.0376763,3.0,1.0,0.0,4.0
2025-01-07,Shadowfax,2.6632428,1.4457346,0.22272457,2.380795,7.0,4.0,0.0,2.0
2025-01-07,XpressBees,3.3905106,1.6909773,0.5529723,3.6818156,4.0,2.0,1.0,3.0
2025-01-08,BlueDart,4.3796725,1.8932254,0.5784642,4.509698,6.0,3.0,0.0,3.0
2025-01-08,DHL Express,6.1030307,3.6196682,0.714932,7.2360196,5.0,3.0,1.0,8.0
2025-01-08,DTDC,5.138776,2.9996688,0.7870553,6.2199755,4.0,2.0,1.0,6.0
2025-01-08,Delhivery,6.110076,3.7527237,0.8510316,7.607521,7.0,2.0,3.0,4.0
2025-01-08,Ecom Express,4.9817033,3.1081681,0.6595601,5.6838684,7.0,4.0,0.0,3.0
2025-01-08,FedEx India,3.7219574,2.2400956,0.6079579,4.163463,7.0,0.0,1.0,4.0
2025-01-08,Shadowfax,2.8481748,1.5020294,0.17066878,2.9228647,5.0,0.0,0.0,3.0
2025-01-08,XpressBees,3.4709897,1.778791,0.4245812,3.85351,1.0,3.0,0.0,2.0
2025-01-09,BlueDart,4.3352942,1.5580995,0.4551843,4.459708,6.0,2.0,0.0,1.0
2025-01-09,DHL Express,6.0577602,3.4806876,0.5694983,7.270951,9.0,4.0,1.0,12.0
2025-01-09,DTDC,5.215444,2.9760728,0.76055485,6.163515,8.0,6.0,1.0,3.0
2025-01-09,Delhivery,6.395868,3.645841,0.88209945,7.5333614,5.0,5.0,0.0,7.0
2025-01-09,Ecom Express,5.2007656,3.0505712,0.6734266,5.684929,3.0,3.0,0.0,3.0
2025-01-09,FedEx India,3.8043962,2.2342534,0.5997853,4.236023,11.0,1.0,3.0,4.0
2025-01-09,Shadowfax,2.8655782,1.4246019,0.18756467,2.8342845,2.0,1.0,0.0,5.0
2025-01-09,XpressBees,3.4740162,1.7255601,0.5011108,3.7694085,4.0,2.0,1.0,2.0
2025-01-10,BlueDart,4.2364106,1.6188585,0.5032893,4.6490664,3.0,4.0,2.0,7.0
2025-01-10,DHL Express,5.9779663,3.5359142,0.5803773,7.4422383,1.0,6.0,0.0,12.0
2025-01-10,DTDC,5.072366,3.262073,0.76562756,6.4054947,5.0,2.0,0.0,3.0
2025-01-10,Delhivery,6.447145,3.7411342,0.8694327,7.509457,10.0,8.0,2.0,3.0
2025-01-10,Ecom Express,4.9508634,3.100225,0.6097053,5.6380334,8.0,4.0,1.0,10.0
2025-01-10,FedEx India,4.0498033,2.1242516,0.5905501,4.2912025,1.0,2.0,1.0,7.0
2025-01-10,Shadowfax,2.6859815,1.4964956,0.14066239,2.8726008,0.0,3.0,0.0,2.0
2025-01-10,XpressBees,3.3547428,1.7544298,0.4884751,3.8203955,1.0,1.0,0.0,5.0
2025-01-11,BlueDart,4.202005,1.7073059,0.5426107,4.6612306,11.0,4.0,0.0,4.0
2025-01-11,DHL Express,5.783451,3.5953,0.5941679,7.0713882,9.0,3.0,1.0,7.0
2025-01-11,DTDC,5.4371386,3.0552008,0.7204059,6.33886,9.0,0.0,0.0,3.0
2025-01-11,Delhivery,6.556716,3.6391492,0.81576335,7.547308,8.0,3.0,0.0,11.0
2025-01-11,Ecom Express,5.144194,2.9719207,0.6574591,5.7485156,3.0,5.0,1.0,10.0
2025-01-11,FedEx India,4.1731067,2.079975,0.64675087,4.159967,2.0,3.0,0.0,9.0
2025-01-11,Shadowfax,2.745762,1.519295,0.18345228,2.740711,3.0,1.0,0.0,5.0
2025-01-11,XpressBees,3.3500404,1.8280916,0.52968323,3.699916,4.0,3.0,0.0,4.0
2025-01-12,BlueDart,4.256509,1.8388665,0.58642143,4.608502,5.0,0.0,1.0,3.0
2025-01-12,DHL Express,6.06567,3.671183,0.67670935,7.405494,6.0,6.0,0.0,5.0
2025-01-12,DTDC,5.3743095,3.0696971,0.7369108,6.561107,6.0,4.0,0.0,8.0
2025-01-12,Delhivery,6.5295863,3.622819,0.9996415,7.609039,8.0,4.0,0.0,5.0
2025-01-12,Ecom Express,5.045051,2.9895396,0.64781785,5.855908,6.0,7.0,0.0,5.0
2025-01-12,FedEx India,3.3036685,2.235927,0.58999276,4.3808937,8.0,2.0,1.0,2.0
2025-01-12,Shadowfax,2.7839394,1.3838089,0.23539723,2.5429955,1.0,1.0,1.0,3.0
2025-01-12,XpressBees,3.419336,1.9614495,0.5426203,3.6782708,0.0,2.0,0.0,5.0
2025-01-13,BlueDart,4.2546597,1.7139189,0.54090923,4.6118374,6.0,3.0,1.0,2.0
2025-01-13,DHL Express,6.0717697,3.570242,0.7815501,6.986321,5.0,2.0,0.0,8.0
2025-01-13,DTDC,5.4502735,3.2952342,0.82269186,6.396417,7.0,4.0,1.0,16.0
2025-01-13,Delhivery,6.3857346,3.4773133,0.87508017,7.4834604,12.0,3.0,1.0,10.0
2025-01-13,Ecom Express,4.5888033,3.0457983,0.7189892,5.9227176,3.0,3.0,1.0,2.0
2025-01-13,FedEx India,4.0564246,2.2249382,0.61113274,4.131575,1.0,0.0,0.0,7.0
2025-01-13,Shadowfax,2.6257856,1.3337007,0.24163772,3.0182376,3.0,2.0,0.0,4.0
2025-01-13,XpressBees,3.3420956,1.88023,0.637767,3.6404586,4.0,3.0,0.0,4.0
2025-01-14,BlueDart,4.096593,1.7808179,0.5476707,4.666874,5.0,3.0,0.0,3.0
2025-01-14,DHL Express,6.516392,3.3772929,0.9374844,7.44374,4.0,2.0,0.0,12.0
2025-01-14,DTDC,5.7714972,3.09274,0.7912721,6.112581,2.0,4.0,0.0,4.0
2025-01-14,Delhivery,6.588125,3.6191406,0.90740156,7.438846,6.0,2.0,3.0,6.0
2025-01-14,Ecom Express,4.9397764,2.903301,0.77799654,5.7395215,9.0,4.0,1.0,9.0
2025-01-14,FedEx India,4.027836,2.224413,0.6536601,4.1024456,5.0,2.0,0.0,5.0
2025-01-14,Shadowfax,2.681333,1.305254,0.19486496,2.9711535,4.0,2.0,0.0,3.0
2025-01-14,XpressBees,3.3834121,1.877272,0.5038798,3.6428492,5.0,2.0,0.0,2.0
2025-01-15,BlueDart,4.1019173,1.7830497,0.55388975,4.694203,3.0,2.0,2.0,4.0
2025-01-15,DHL Express,6.1155663,3.6150649,0.9546126,6.9753613,6.0,2.0,0.0,5.0
2025-01-15,DTDC,5.4975457,3.0344605,0.9166541,5.8113427,8.0,2.0,1.0,5.0
2025-01-15,Delhivery,6.5779696,3.6034555,1.1042439,7.3829894,5.0,2.0,0.0,9.0
2025-01-15,Ecom Express,5.2216663,3.138482,0.8343105,6.172736,15.0,7.0,2.0,7.0
2025-01-15,FedEx India,3.9905608,2.229912,0.613116,4.1240025,5.0,1.0,0.0,12.0
2025-01-15,Shadowfax,2.6801238,1.3607901,0.17996725,2.9875746,3.0,3.0,1.0,1.0
2025-01-15,XpressBees,3.4206421,1.8606724,0.49851438,3.6668832,4.0,1.0,1.0,2.0
2025-01-16,BlueDart,4.0106044,1.7682556,0.56360596,4.7467494,9.0,2.0,0.0,5.0
2025-01-16,DHL Express,6.175225,3.4467766,0.90739214,7.3482814,5.0,2.0,3.0,6.0
2025-01-16,DTDC,5.5431066,3.0629356,0.8571691,6.1123433,10.0,3.0,0.0,9.0
2025-01-16,Delhivery,6.9847174,3.6308293,1.0605493,7.46876,5.0,0.0,2.0,7.0
2025-01-16,Ecom Express,5.451306,3.0486023,0.77432925,6.0306807,3.0,4.0,2.0,6.0
2025-01-16,FedEx India,4.0956936,2.2249382,0.61802715,4.182178,5.0,2.0,0.0,5.0
2025-01-16,Shadowfax,2.587554,1.3942846,0.19360225,2.9446545,1.0,2.0,1.0,2.0
2025-01-16,XpressBees,3.4768422,1.8606724,0.4993078,3.6750731,2.0,2.0,1.0,4.0
2025-01-17,BlueDart,4.090067,1.8146747,0.5543174,4.767135,2.0,9.0,1.0,6.0
2025-01-17,DHL Express,6.1972933,3.914315,0.9075131,7.0940986,6.0,5.0,0.0,7.0
2025-01-17,DTDC,5.7054353,3.1112952,0.86195767,6.0832305,4.0,0.0,0.0,7.0
2025-01-17,Delhivery,6.992473,3.8534837,1.0762545,7.4659452,9.0,4.0,2.0,4.0
2025-01-17,Ecom Express,5.557617,3.4572675,0.7716662,6.33412,4.0,1.0,0.0,3.0
2025-01-17,FedEx India,4.148702,2.2810085,0.692804,4.2516923,2.0,2.0,0.0,2.0
2025-01-17,Shadowfax,2.606666,1.4348056,0.19582205,2.951232,2.0,0.0,0.0,2.0
2025-01-17,XpressBees,3.5074282,1.923123,0.5089818,3.6954584,4.0,1.0,1.0,4.0
2025-01-18,BlueDart,4.097873,1.9748583,0.59203917,4.790162,4.0,0.0,0.0,4.0
2025-01-18,DHL Express,6.47095,3.8600516,0.9358159,7.3118396,8.0,3.0,1.0,6.0
2025-01-18,DTDC,5.57401,3.0367694,0.75922775,6.1453967,3.0,0.0,1.0,5.0
2025-01-18,Delhivery,6.822277,3.6346252,1.022567,7.4094143,11.0,2.0,0.0,5.0
2025-01-18,Ecom Express,5.4216256,3.2181227,0.6588904,6.2849913,5.0,3.0,0.0,2.0
2025-01-18,FedEx India,4.1047635,2.2732205,0.6969781,4.2135243,2.0,0.0,1.0,3.0
2025-01-18,Shadowfax,2.7301633,1.4624376,0.23543438,2.7591586,1.0,1.0,0.0,4.0
2025-01-18,XpressBees,3.3830576,1.9646835,0.531407,3.629162,5.0,1.0,0.0,2.0
2025-01-19,BlueDart,4.020414,2.030663,0.50726706,4.808251,4.0,4.0,0.0,2.0
2025-01-19,DHL Express,6.3728004,3.873185,1.0032256,7.5425086,3.0,8.0,0.0,7.0
2025-01-19,DTDC,5.4923973,3.0408537,0.7825559,6.277177,5.0,4.0,1.0,5.0
2025-01-19,Delhivery,6.5932393,3.5834258,1.0859741,7.486995,3.0,0.0,1.0,10.0
2025-01-19,Ecom Express,5.3911123,3.0879323,0.70451254,6.2554727,5.0,3.0,0.0,5.0
2025-01-19,FedEx India,3.9608102,2.2881725,0.6232512,4.249028,4.0,1.0,0.0,4.0
2025-01-19,Shadowfax,2.7401693,1.4147657,0.23173983,2.7014487,2.0,2.0,0.0,2.0
2025-01-19,XpressBees,3.4106183,2.0355175,0.52771246,3.683463,2.0,3.0,1.0,4.0
2025-01-20,BlueDart,4.190906,2.091095,0.5032259,4.7101727,1.0,2.0,2.0,3.0
2025-01-20,DHL Express,5.968707,3.7288237,0.99682695,7.3931875,8.0,6.0,0.0,12.0
2025-01-20,DTDC,4.99348,3.3348503,0.8637252,6.137944,3.0,2.0,1.0,3.0
2025-01-20,Delhivery,6.3058853,3.7048812,1.00084,7.367216,11.0,7.0,1.0,8.0
2025-01-20,Ecom Express,4.9991107,3.2830913,0.8038769,6.2476325,8.0,1.0,2.0,5.0
2025-01-20,FedEx India,3.5275178,2.3100753,0.52933866,4.2716637,3.0,0.0,1.0,4.0
2025-01-20,Shadowfax,2.7795112,1.4521052,0.27152348,2.9075325,2.0,3.0,1.0,4.0
2025-01-20,XpressBees,3.5212598,1.9596219,0.62784004,3.6678553,5.0,3.0,0.0,6.0
2025-01-21,BlueDart,3.9221454,2.063175,0.5404994,4.799109,1.0,2.0,1.0,3.0
2025-01-21,DHL Express,6.103475,3.9499743,0.997865,7.2825603,4.0,5.0,2.0,12.0
2025-01-21,DTDC,5.1384006,3.2202797,0.86594445,6.259672,4.0,5.0,0.0,3.0
2025-01-21,Delhivery,6.474431,3.7710533,0.9371162,7.6735725,7.0,4.0,2.0,11.0
2025-01-21,Ecom Express,5.443222,3.2238448,0.7448506,6.3781652,6.0,5.0,0.0,7.0
2025-01-21,FedEx India,4.0472736,2.324472,0.6109165,4.539285,2.0,2.0,0.0,2.0
2025-01-21,Shadowfax,2.7894135,1.3997209,0.17420913,3.1837847,1.0,1.0,0.0,4.0
2025-01-21,XpressBees,3.4217994,2.0065372,0.48812845,3.578475,1.0,1.0,0.0,9.0
2025-01-22,BlueDart,3.9807346,2.1207051,0.53629905,4.987952,6.0,2.0,0.0,5.0
2025-01-22,DHL Express,6.0478306,3.7315314,0.9403391,7.7391844,4.0,1.0,1.0,11.0
2025-01-22,DTDC,5.303914,3.1454053,0.84648687,6.5701714,7.0,6.0,2.0,7.0
2025-01-22,Delhivery,6.313735,3.6825523,0.8977417,7.8524113,3.0,4.0,1.0,10.0
2025-01-22,Ecom Express,5.615457,3.1138828,0.7385089,6.5764804,6.0,5.0,1.0,4.0
2025-01-22,FedEx India,3.9315126,2.2561717,0.54444057,4.506953,1.0,0.0,0.0,2.0
2025-01-22,Shadowfax,2.8065712,1.3765672,0.18064803,3.3176928,2.0,0.0,0.0,4.0
2025-01-22,XpressBees,3.5480595,1.9167607,0.48940971,3.9108543,4.0,1.0,3.0,3.0
2025-01-23,BlueDart,3.9871511,2.3133297,0.51196927,4.5463924,6.0,4.0,0.0,1.0
2025-01-23,DHL Express,6.1480827,3.8892713,0.9885393,7.0727844,11.0,2.0,0.0,9.0
2025-01-23,DTDC,5.450455,3.0942895,0.75367105,6.1341515,7.0,1.0,0.0,4.0
2025-01-23,Delhivery,6.4057,3.6568189,0.82627666,7.3819647,7.0,7.0,1.0,3.0
2025-01-23,Ecom Express,5.705258,3.1393588,0.652934,6.046252,6.0,3.0,1.0,10.0
2025-01-23,FedEx India,4.074088,2.3413312,0.6468604,4.230557,6.0,1.0,1.0,7.0
2025-01-23,Shadowfax,2.7579613,1.359842,0.2059257,3.065782,5.0,2.0,1.0,1.0
2025-01-23,XpressBees,3.4194243,1.9489293,0.46791464,3.7062569,5.0,1.0,0.0,1.0
2025-01-24,BlueDart,4.0146804,2.3686886,0.5384231,4.427979,3.0,3.0,1.0,5.0
2025-01-24,DHL Express,6.162925,4.1123123,1.0033116,7.138645,13.0,4.0,0.0,9.0
2025-01-24,DTDC,5.4570146,3.1321495,0.7907396,6.0634165,4.0,3.0,1.0,6.0
2025-01-24,Delhivery,6.440336,3.8105433,0.9241776,7.4338284,5.0,3.0,0.0,9.0
2025-01-24,Ecom Express,5.7068305,3.2224019,0.702331,6.0811024,2.0,1.0,1.0,6.0
2025-01-24,FedEx India,4.4675455,2.327565,0.7014868,4.303424,6.0,2.0,0.0,5.0
2025-01-24,Shadowfax,2.7732918,1.3941318,0.23832692,3.139233,1.0,0.0,1.0,1.0
2025-01-24,XpressBees,3.4259837,1.9832191,0.50031596,3.8816772,4.0,9.0,1.0,4.0
2025-01-25,BlueDart,3.9433117,2.3637705,0.6230653,4.443573,1.0,3.0,1.0,6.0
2025-01-25,DHL Express,6.1796994,3.9102132,0.9798282,6.8331027,7.0,1.0,0.0,5.0
2025-01-25,DTDC,5.4540296,3.0562253,0.7739086,6.123129,3.0,6.0,1.0,5.0
2025-01-25,Delhivery,6.4430933,3.569401,1.039937,7.4580083,5.0,2.0,1.0,3.0
2025-01-25,Ecom Express,5.714926,3.0864935,0.69754446,6.120751,8.0,5.0,2.0,12.0
2025-01-25,FedEx India,3.9930708,2.2766218,0.63339007,4.14913,5.0,2.0,0.0,3.0
2025-01-25,Shadowfax,2.8735604,1.4433769,0.32000378,3.020324,3.0,1.0,0.0,2.0
2025-01-25,XpressBees,3.387141,2.011295,0.54941285,3.8489912,2.0,4.0,0.0,3.0
2025-01-26,BlueDart,3.9690452,2.5032434,0.630168,4.366387,6.0,5.0,2.0,3.0
2025-01-26,DHL Express,6.093962,3.238087,1.0590808,7.7042212,5.0,3.0,1.0,10.0
2025-01-26,DTDC,5.469663,2.9538522,0.75639945,6.399845,7.0,3.0,1.0,14.0
2025-01-26,Delhivery,6.506613,3.4171426,1.1652274,7.851515,6.0,3.0,0.0,10.0
2025-01-26,Ecom Express,5.6396894,2.9841204,0.7041802,6.4725156,3.0,3.0,1.0,7.0
2025-01-26,FedEx India,4.1870103,2.2570345,0.64882344,4.16996,1.0,1.0,1.0,5.0
2025-01-26,Shadowfax,2.8973272,1.2943298,0.33863482,2.9407313,1.0,0.0,1.0,3.0
2025-01-26,XpressBees,3.5626981,1.9004229,0.6021482,3.776527,5.0,0.0,0.0,10.0
2025-01-27,BlueDart,4.2193947,2.4773972,0.6372277,4.234785,5.0,2.0,0.0,6.0
2025-01-27,DHL Express,6.1854086,3.7147448,1.1299841,7.2444944,10.0,3.0,0.0,6.0
2025-01-27,DTDC,5.6174874,3.2887378,0.8630321,6.3701544,6.0,3.0,2.0,5.0
2025-01-27,Delhivery,6.5083046,3.5939426,0.94256103,7.740179,8.0,2.0,0.0,5.0
2025-01-27,Ecom Express,5.4526973,3.1754448,0.8058898,6.3874197,3.0,4.0,0.0,10.0
2025-01-27,FedEx India,4.0874624,2.2415125,0.5972188,4.033271,7.0,1.0,1.0,4.0
2025-01-27,Shadowfax,2.9180527,1.2103497,0.3275929,3.2953577,3.0,1.0,0.0,1.0
2025-01-27,XpressBees,3.5186586,1.9012793,0.6489795,3.8721912,3.0,3.0,0.0,4.0
2025-01-28,BlueDart,3.6234212,2.3147275,0.66065586,4.0455112,4.0,5.0,0.0,9.0
2025-01-28,DHL Express,6.0466833,3.7835183,0.9408252,6.6517124,9.0,4.0,1.0,10.0
2025-01-28,DTDC,5.7554708,3.1580045,0.867308,5.9780116,4.0,0.0,0.0,4.0
2025-01-28,Delhivery,6.2944427,3.5925937,0.9945754,7.260801,6.0,2.0,0.0,6.0
2025-01-28,Ecom Express,5.5327077,3.1484923,0.75668555,5.939448,6.0,1.0,1.0,8.0
2025-01-28,FedEx India,3.8549523,2.2027194,0.6207308,4.05689,5.0,0.0,1.0,5.0
2025-01-28,Shadowfax,2.6802967,1.204464,0.24868913,3.133959,6.0,0.0,1.0,3.0
2025-01-28,XpressBees,3.2641506,1.9386876,0.5793994,3.7161746,5.0,2.0,0.0,3.0
2025-01-29,BlueDart,3.6300282,2.3430922,0.599196,4.1906586,2.0,2.0,0.0,5.0
2025-01-29,DHL Express,6.1070747,3.4264581,0.81573766,7.0497665,12.0,6.0,1.0,7.0
2025-01-29,DTDC,5.713361,3.1372967,0.54363,6.0393558,4.0,3.0,1.0,13.0
2025-01-29,Delhivery,6.0909333,3.6865578,0.8278808,7.318285,2.0,4.0,0.0,8.0
2025-01-29,Ecom Express,5.8156443,3.1248882,0.45978042,6.0026402,2.0,3.0,0.0,3.0
2025-01-29,FedEx India,3.4019547,2.298123,0.42135704,3.9976978,3.0,3.0,0.0,4.0
2025-01-29,Shadowfax,2.6903946,1.2339262,0.2564359,3.1044865,1.0,4.0,1.0,2.0
2025-01-29,XpressBees,3.2742486,1.8725399,0.43179795,3.7591634,1.0,0.0,0.0,3.0
2025-01-30,BlueDart,3.9794023,2.2888925,0.63541454,4.406309,4.0,3.0,0.0,2.0
2025-01-30,DHL Express,6.4897833,3.7273936,0.92390865,6.6854362,9.0,6.0,2.0,2.0
2025-01-30,DTDC,5.843255,3.1859,0.82937443,6.0181966,7.0,0.0,0.0,6.0
2025-01-30,Delhivery,6.3476696,3.6821961,0.97731024,7.220938,8.0,5.0,0.0,6.0
2025-01-30,Ecom Express,5.9883804,3.0425968,0.70731217,5.888723,3.0,4.0,0.0,7.0
2025-01-30,FedEx India,3.2768836,2.356629,0.39346236,4.236682,4.0,2.0,0.0,4.0
2025-01-30,Shadowfax,2.6700196,1.1860751,0.24696255,3.0449395,3.0,2.0,0.0,2.0
2025-01-30,XpressBees,3.3692353,1.8246888,0.40893126,3.7997885,5.0,4.0,0.0,4.0
2025-01-31,BlueDart,4.8911524,2.3056257,0.71226954,5.3401384,3.0,1.0,1.0,8.0
2025-01-31,DHL Express,7.100311,3.6662278,1.1093292,7.9440956,2.0,4.0,1.0,7.0
2025-01-31,DTDC,5.916287,3.137615,0.8207823,6.7290955,5.0,3.0,1.0,6.0
2025-01-31,Delhivery,5.828255,3.9512863,0.9649321,8.023387,9.0,5.0,1.0,10.0
2025-01-31,Ecom Express,5.9011726,3.0817552,0.7068005,6.6930757,1.0,2.0,0.0,6.0
2025-01-31,FedEx India,4.128719,2.2751055,0.5004983,4.9153957,5.0,3.0,0.0,11.0
2025-01-31,Shadowfax,2.6796308,1.6999404,0.19681494,3.100407,3.0,0.0,1.0,1.0
2025-01-31,XpressBees,3.5660827,1.8642576,0.36071235,4.088423,4.0,1.0,0.0,2.0
2025-02-01,BlueDart,3.3349617,2.098104,0.58872026,4.3565373,5.0,2.0,1.0,9.0
2025-02-01,DHL Express,6.0280743,3.5865724,0.58924156,7.723662,3.0,9.0,0.0,8.0
2025-02-01,DTDC,5.454581,2.8782182,0.53453875,6.3201737,7.0,6.0,1.0,3.0
2025-02-01,Delhivery,6.0912366,3.3480988,0.7865144,7.7133827,8.0,3.0,0.0,6.0
2025-02-01,Ecom Express,5.629432,2.573472,0.5010756,6.1142263,8.0,2.0,0.0,8.0
2025-02-01,FedEx India,3.5966647,2.3169012,0.65769947,3.9901466,3.0,2.0,0.0,2.0
2025-02-01,Shadowfax,2.5849144,1.5469109,0.41700697,2.8359597,5.0,1.0,0.0,1.0
2025-02-01,XpressBees,3.0774992,1.7372556,0.6368445,3.6819463,2.0,0.0,0.0,4.0
2025-02-02,BlueDart,4.1200504,2.1912289,0.6102378,4.6961174,5.0,4.0,1.0,4.0
2025-02-02,DHL Express,6.000704,3.3741071,0.79151416,7.4222383,8.0,6.0,2.0,11.0
2025-02-02,DTDC,5.2947206,2.8129287,0.59154373,6.3214135,5.0,4.0,1.0,6.0
2025-02-02,Delhivery,6.0632625,3.3328876,0.9014519,7.4005523,8.0,4.0,1.0,9.0
2025-02-02,Ecom Express,5.4129257,2.7327754,0.5580806,5.992803,9.0,1.0,2.0,5.0
2025-02-02,FedEx India,3.9732282,2.4007034,0.80616003,4.3457274,6.0,0.0,0.0,3.0
2025-02-02,Shadowfax,2.6181414,1.5350989,0.2911937,2.9548275,1.0,2.0,2.0,3.0
2025-02-02,XpressBees,3.192856,1.8202689,0.6607912,3.888737,4.0,2.0,0.0,0.0
2025-02-03,BlueDart,4.1281304,2.1232073,0.7758229,4.4915967,2.0,1.0,0.0,3.0
2025-02-03,DHL Express,6.3781543,3.6051404,0.8016338,7.339777,5.0,0.0,0.0,6.0
